row,repository,group,component,state,evidence,snapshot,source_paths
TypeZero / typefix-zero,typefix-zero,Languages and research,Proof / runtime correspondence,!,Research boundary: no checked implementation is established here; a bounded observer must distinguish unknown from proven divergence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,CI / security gates,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Benchmarks / measurement,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Release / packaging,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
Haec,haec,Languages and research,Syntax,D,Trope/loss design reviewed; language toolchain is not established by the existing research checker.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,design/grammar.ebnf
Haec,haec,Languages and research,Semantics,D,Trope/loss design reviewed; language toolchain is not established by the existing research checker.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,
Haec,haec,Languages and research,Type checker,I,Trope-checker implementation identified and reviewed at research scope.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,
Haec,haec,Languages and research,Ownership / effects,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,docs/governance/audit/effects/0.3-AI-MANIFEST.a2ml; docs/governance/audit/effects/README.adoc
Haec,haec,Languages and research,AST,?,No sufficient component assessment in this audit. This is not a claim of absence.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,
Haec,haec,Languages and research,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,
Haec,haec,Languages and research,Lexer,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,.github/workflows/secret-scanner.yml
Haec,haec,Languages and research,Parser,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,design/grammar.ebnf
Haec,haec,Languages and research,Elaboration / IR,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,design/elaboration.adoc
Haec,haec,Languages and research,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,
Haec,haec,Languages and research,LSP / debugger,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,lsp/STATUS.adoc
Haec,haec,Languages and research,Interpreter / runner,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,.github/workflows/runtime-policy.yml
Haec,haec,Languages and research,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,
Haec,haec,Languages and research,Compiler / build,!,A Haec language compiler and its soundness/refinement proof are not established in this audit.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,compiler/STATUS.adoc; src/interface/ffi/build.zig
Haec,haec,Languages and research,Meta-compiler,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,features/ssg/ssg-bootstrap.sh
Haec,haec,Languages and research,Code generators,?,No sufficient component assessment in this audit. This is not a claim of absence.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,
Haec,haec,Languages and research,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,
Haec,haec,Languages and research,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,.machine_readable/scripts/verification/0.3-AI-MANIFEST.a2ml; .machine_readable/scripts/verification/README.adoc; abi.ipkg
Haec,haec,Languages and research,Standard library,?,No sufficient component assessment in this audit. This is not a claim of absence.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,
Haec,haec,Languages and research,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,
Haec,haec,Languages and research,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,.machine_readable/6a2/ECOSYSTEM.a2ml
Haec,haec,Languages and research,Unit / conformance tests,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,src/interface/ffi/test/0.4-AI-MANIFEST.a2ml; src/interface/ffi/test/README.adoc; src/interface/ffi/test/integration_test.zig
Haec,haec,Languages and research,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,tests/fuzz/README.adoc; verification/fuzzing/0.2-AI-MANIFEST.a2ml; verification/fuzzing/README.adoc
Haec,haec,Languages and research,Formal model / proofs,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,verification/proofs/0.2-AI-MANIFEST.a2ml; verification/proofs/README.adoc; verification/proofs/agda/Properties.agda
Haec,haec,Languages and research,Proof / runtime correspondence,!,A Haec language compiler and its soundness/refinement proof are not established in this audit.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,
Haec,haec,Languages and research,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,.github/workflows/ci.yml; .github/workflows/codeql.yml; .github/workflows/dependabot-automerge.yml
Haec,haec,Languages and research,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,benches/template_bench.sh; verification/benchmarks/0.2-AI-MANIFEST.a2ml; verification/benchmarks/README.adoc
Haec,haec,Languages and research,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,0ec99740a02cfcdcde3690a0ae575393f20f176a;  D .github/.nojekyll,.github/workflows/release.yml
Firmboot,firmboot,Languages and research,Syntax,D,Synchronic coherence and continuity across admitted updates. Native language/toolchain and arbitrary-code hot loading remain research directions.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,
Firmboot,firmboot,Languages and research,Semantics,D,Synchronic coherence and continuity across admitted updates. Native language/toolchain and arbitrary-code hot loading remain research directions.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,
Firmboot,firmboot,Languages and research,Type checker,I,Elixir admission/checker/model implementation and Agda/Lean contracts inspected; a reference model is not a general language runtime.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,lib/firmboot/checker.ex; lib/firmboot/model.ex; VERIFICATION.md
Firmboot,firmboot,Languages and research,Ownership / effects,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,proofs/lean/controls/ResetOwnership.lean
Firmboot,firmboot,Languages and research,AST,?,No sufficient component assessment in this audit. This is not a claim of absence.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,
Firmboot,firmboot,Languages and research,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,
Firmboot,firmboot,Languages and research,Lexer,?,No sufficient component assessment in this audit. This is not a claim of absence.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,
Firmboot,firmboot,Languages and research,Parser,?,No sufficient component assessment in this audit. This is not a claim of absence.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,
Firmboot,firmboot,Languages and research,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,
Firmboot,firmboot,Languages and research,REPL,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,proofs/lean/controls/StaleReply.lean
Firmboot,firmboot,Languages and research,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,
Firmboot,firmboot,Languages and research,Interpreter / runner,I,Elixir admission/checker/model implementation and Agda/Lean contracts inspected; a reference model is not a general language runtime.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,lib/firmboot/checker.ex; lib/firmboot/model.ex; VERIFICATION.md
Firmboot,firmboot,Languages and research,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,
Firmboot,firmboot,Languages and research,Compiler / build,!,"Finite agreement witnesses do not prove arbitrary-run language/runtime refinement, physical uptime or arbitrary-code hot loading.",fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,VERIFICATION.md
Firmboot,firmboot,Languages and research,Meta-compiler,?,No sufficient component assessment in this audit. This is not a claim of absence.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,
Firmboot,firmboot,Languages and research,Code generators,?,No sufficient component assessment in this audit. This is not a claim of absence.,fcf8e2e15cf7178818c9fe375c596956ee3ce3ce3c9; Local working tree includes an uncommitted water-leak extension; excluded from published baseline claims.,
